study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB32566	SAMEA5770275	ERS3573819	ERX3557935	ERR3555241	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3555241/ERR3555241.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3555241/ERR3555241.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555241/R136.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555241/R136.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555241/R136.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555241/R136.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3555241	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3555241		
PRJEB32566	SAMEA5770276	ERS3573820	ERX3557936	ERR3555242	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/002/ERR3555242/ERR3555242.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/002/ERR3555242/ERR3555242.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555242/R137.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555242/R137.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555242/R137.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555242/R137.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/002/ERR3555242	ftp.sra.ebi.ac.uk/vol1/err/ERR355/002/ERR3555242		
PRJEB32566	SAMEA5770267	ERS3573811	ERX3557937	ERR3555243	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3555243/ERR3555243.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3555243/ERR3555243.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555243/R1543.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555243/R1543.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555243/R1543.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555243/R1543.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3555243	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3555243		
PRJEB32566	SAMEA5770268	ERS3573812	ERX3557938	ERR3555244	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3555244/ERR3555244.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3555244/ERR3555244.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555244/R1544.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555244/R1544.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555244/R1544.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555244/R1544.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3555244	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3555244		
PRJEB32566	SAMEA5770269	ERS3573813	ERX3557939	ERR3555245	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3555245/ERR3555245.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3555245/ERR3555245.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555245/R1545.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555245/R1545.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555245/R1545.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555245/R1545.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3555245	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3555245		
PRJEB32566	SAMEA5770242	ERS3573786	ERX3557940	ERR3555246	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3555246/ERR3555246.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3555246/ERR3555246.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555246/R1548.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555246/R1548.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555246/R1548.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555246/R1548.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/006/ERR3555246	ftp.sra.ebi.ac.uk/vol1/err/ERR355/006/ERR3555246		
PRJEB32566	SAMEA5770243	ERS3573787	ERX3557941	ERR3555247	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/007/ERR3555247/ERR3555247.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/007/ERR3555247/ERR3555247.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555247/R1549.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555247/R1549.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555247/R1549.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555247/R1549.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/007/ERR3555247	ftp.sra.ebi.ac.uk/vol1/err/ERR355/007/ERR3555247		
PRJEB32566	SAMEA5770244	ERS3573788	ERX3557942	ERR3555248	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3555248/ERR3555248.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3555248/ERR3555248.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555248/R1550.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555248/R1550.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555248/R1550.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555248/R1550.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3555248	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3555248		
PRJEB32566	SAMEA5770238	ERS3573782	ERX3557943	ERR3555249	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3555249/ERR3555249.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3555249/ERR3555249.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555249/R1551.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555249/R1551.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555249/R1551.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555249/R1551.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3555249	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3555249		
PRJEB32566	SAMEA5770208	ERS3573752	ERX3557944	ERR3555250	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3555250/ERR3555250.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3555250/ERR3555250.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555250/R26.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555250/R26.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555250/R26.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555250/R26.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3555250	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3555250		
PRJEB32566	SAMEA5770209	ERS3573753	ERX3557945	ERR3555251	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3555251/ERR3555251.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3555251/ERR3555251.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555251/R27.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555251/R27.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555251/R27.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555251/R27.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3555251	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3555251		
PRJEB32566	SAMEA5770210	ERS3573754	ERX3557946	ERR3555252	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/002/ERR3555252/ERR3555252.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/002/ERR3555252/ERR3555252.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555252/R28.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555252/R28.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555252/R28.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555252/R28.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/002/ERR3555252	ftp.sra.ebi.ac.uk/vol1/err/ERR355/002/ERR3555252		
PRJEB32566	SAMEA5770211	ERS3573755	ERX3557947	ERR3555253	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3555253/ERR3555253.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3555253/ERR3555253.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555253/R29.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555253/R29.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555253/R29.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555253/R29.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3555253	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3555253		
PRJEB32566	SAMEA5770286	ERS3573830	ERX3557948	ERR3555254	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3555254/ERR3555254.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3555254/ERR3555254.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555254/R30.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555254/R30.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555254/R30.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555254/R30.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3555254	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3555254		
PRJEB32566	SAMEA5770277	ERS3573821	ERX3557949	ERR3555255	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3555255/ERR3555255.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3555255/ERR3555255.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555255/R31.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555255/R31.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555255/R31.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555255/R31.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3555255	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3555255		
PRJEB32566	SAMEA5770287	ERS3573831	ERX3557950	ERR3555256	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3555256/ERR3555256.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3555256/ERR3555256.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555256/R32.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555256/R32.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555256/R32.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555256/R32.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/006/ERR3555256	ftp.sra.ebi.ac.uk/vol1/err/ERR355/006/ERR3555256		
PRJEB32566	SAMEA5770288	ERS3573832	ERX3557951	ERR3555257	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/007/ERR3555257/ERR3555257.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/007/ERR3555257/ERR3555257.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555257/R33.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555257/R33.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555257/R33.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555257/R33.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/007/ERR3555257	ftp.sra.ebi.ac.uk/vol1/err/ERR355/007/ERR3555257		
PRJEB32566	SAMEA5770278	ERS3573822	ERX3557952	ERR3555258	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3555258/ERR3555258.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3555258/ERR3555258.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555258/R35.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555258/R35.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555258/R35.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555258/R35.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3555258	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3555258		
PRJEB32566	SAMEA5770260	ERS3573804	ERX3557953	ERR3555259	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3555259/ERR3555259.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3555259/ERR3555259.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555259/R37.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555259/R37.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555259/R37.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555259/R37.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3555259	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3555259		
PRJEB32566	SAMEA5770261	ERS3573805	ERX3557954	ERR3555260	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3555260/ERR3555260.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3555260/ERR3555260.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555260/R38.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555260/R38.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555260/R38.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555260/R38.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3555260	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3555260		
PRJEB32566	SAMEA5770226	ERS3573770	ERX3557978	ERR3555284	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3555284/ERR3555284.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3555284/ERR3555284.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555284/R39.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555284/R39.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555284/R39.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555284/R39.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3555284	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3555284		
PRJEB32566	SAMEA5770205	ERS3573749	ERX3558006	ERR3555312	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/002/ERR3555312/ERR3555312.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/002/ERR3555312/ERR3555312.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555312/R4.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555312/R4.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555312/R4.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555312/R4.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/002/ERR3555312	ftp.sra.ebi.ac.uk/vol1/err/ERR355/002/ERR3555312		
PRJEB32566	SAMEA5770262	ERS3573806	ERX3558007	ERR3555313	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3555313/ERR3555313.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3555313/ERR3555313.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555313/R40.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555313/R40.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555313/R40.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555313/R40.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3555313	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3555313		
PRJEB32566	SAMEA5770264	ERS3573808	ERX3558008	ERR3555314	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3555314/ERR3555314.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3555314/ERR3555314.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555314/R43.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555314/R43.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555314/R43.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555314/R43.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3555314	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3555314		
PRJEB32566	SAMEA5770227	ERS3573771	ERX3558017	ERR3555323	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3555323/ERR3555323.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3555323/ERR3555323.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555323/R436.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555323/R436.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555323/R436.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555323/R436.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3555323	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3555323		
PRJEB32566	SAMEA5770265	ERS3573809	ERX3558018	ERR3555324	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3555324/ERR3555324.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3555324/ERR3555324.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555324/R44.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555324/R44.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555324/R44.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555324/R44.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3555324	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3555324		
PRJEB32566	SAMEA5770266	ERS3573810	ERX3558323	ERR3555629	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3555629/ERR3555629.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3555629/ERR3555629.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555629/R45.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555629/R45.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555629/R45.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555629/R45.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3555629	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3555629		
PRJEB32566	SAMEA5770270	ERS3573814	ERX3558484	ERR3555790	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3555790/ERR3555790.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3555790/ERR3555790.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555790/R47.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555790/R47.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555790/R47.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555790/R47.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3555790	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3555790		
PRJEB32566	SAMEA5770219	ERS3573763	ERX3558485	ERR3555791	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3555791/ERR3555791.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3555791/ERR3555791.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555791/R473.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555791/R473.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555791/R473.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555791/R473.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3555791	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3555791		
PRJEB32566	SAMEA5770258	ERS3573802	ERX3558738	ERR3556044	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3556044/ERR3556044.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3556044/ERR3556044.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556044/R49.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556044/R49.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556044/R49.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556044/R49.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3556044	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3556044		
PRJEB32566	SAMEA5770254	ERS3573798	ERX3558739	ERR3556045	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3556045/ERR3556045.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3556045/ERR3556045.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556045/R50.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556045/R50.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556045/R50.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556045/R50.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3556045	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3556045		
PRJEB32566	SAMEA5770259	ERS3573803	ERX3558740	ERR3556046	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3556046/ERR3556046.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3556046/ERR3556046.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556046/R51.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556046/R51.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556046/R51.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556046/R51.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/006/ERR3556046	ftp.sra.ebi.ac.uk/vol1/err/ERR355/006/ERR3556046		
PRJEB32566	SAMEA5770307	ERS3573851	ERX3558741	ERR3556047	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/007/ERR3556047/ERR3556047.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/007/ERR3556047/ERR3556047.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556047/R52.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556047/R52.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556047/R52.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3556047/R52.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/007/ERR3556047	ftp.sra.ebi.ac.uk/vol1/err/ERR355/007/ERR3556047		
